,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                            Vibration Analysis Report  Area:Paper Machine-01 Press Rolls   Speed:356MPM       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.NO,Equipment Name,Orientation,Normal Limit,Bearing Number,Vibration in RMS Velocity(mm/sec),Vibration in RMS Velocity(mm/sec),Vibration in RMS Velocity(mm/sec),Vibration in RMS Velocity(mm/sec),Vibration in RMS Velocity(mm/sec),Vibration in RMS Velocity(mm/sec),Vibration in RMS Velocity(mm/sec),Vibration in RMS Velocity(mm/sec),Vibration in RMS Velocity(mm/sec),Vibration in RMS Velocity  (mm/sec),Vibration in RMS Velocity  (mm/sec),Vibration in RMS Velocity  (mm/sec),Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 365MPM,Vibration in RMS Velocity  (mm/sec) 356MPM,Vibration in RMS Velocity  (mm/sec) 356MPM,Health Status,Observations & Analysis,Recommendations,,
13,Fabric Felt Roll F4,,,22313 ck,17.10.15,01.12.15,02.01.16,01.02.16,03.03.16,04.04.16,04.05.16,06.06.16,04.07.16,04.08.16,03.09.16,08.10.16,08.11.16,03.12.16,06.01.17,02.02.17,06.03.17,07.04.17,08.05.17,06.06.17,06.07.17,01.08.17,01.09.17,02.10.17,07.11.17,01.12.17,02.01.18,Normal,                                                                   *Vibration levels are recorded at both bearing are normal.,*Monitor the vibration trend levels                                             *Relubricate the both bearings ,*After replacing the roll DE bearing vibration levels came down to  1.8mm/s from  15.6mm/s .*Vibration levels recorded at both bearings are normal.,
,Roll DE,H,4.5 mm/sec,,3.6,3.6,3.9,2.1,2.1,2.1,3.1,3.9,4.1,3.2,4.2,3.2,4.3,2.3,5.6,2.1,2.1,2.1,2,2.1,1.8,1.9,2.1,2,1.9,2.1,1.75,,,,,
,,V,,,1.8,1.8,2.8,2,2.1,2,2.2,2.8,3.1,3.6,3.2,2.9,4,2.2,4.9,2.2,1.3,1.2,1.3,1.3,1.2,1.3,1.3,1.4,1.5,1.3,1.5,,,,,
,,A,,,2.2,2.2,2.5,5.7,5.8,5.7,6.1,6.9,7.4,8.1,3.9,4.5,3.3,2.6,15.6,1.8,1.3,1.5,1.4,1.4,1.3,1.2,1.3,1.25,1.2,1.2,1.1,,,,,
,Roll NDE,H,,,2.7,2.4,3.5,1.7,1.8,1.7,2.1,3.5,4.1,5.1,1.8,2.1,1.7,2.3,3.2,1.6,1.5,1.5,1.4,1.5,1.4,1.5,1.5,1.6,1.55,1.4,1.65,,,,,
,,V,,,2.4,1.9,3.4,1.9,1.4,2.3,2.3,3.4,4.1,3.6,1.7,2.2,1.5,3.6,2,2,1,1,1.1,1,0.9,1,1,1.1,1.1,1,1,,,,,
,,A,,,4.3,3.8,3.7,4.5,4.8,4.5,5.1,4.8,5.1,4.5,2.7,2.1,2.6,2.6,3.2,2.7,2.5,2.4,2.3,2.7,2.4,2.5,2.5,2.65,2.54,1.9,2.2,,,,,
14,Fabric Felt Roll F5,,,22313 ck,17.10.15,01.12.15,02.01.16,01.02.16,03.03.16,04.04.16,04.05.16,06.06.16,04.07.16,04.08.16,03.09.16,08.10.16,08.11.16,03.12.16,06.01.17,02.02.17,06.03.17,07.04.17,08.05.17,06.06.17,06.07.17,01.08.17,01.09.17,02.10.17,07.11.17,01.12.17,02.01.18,Moderate,"
 *Rotational speed harmonics are indicating at DE bearing.","* Tighten all fixing (Bracket Clamp) locations of both bearings.
      ",*After replacing the Roll DE bearing vibration levels came down to 2.1mm/s from 7.8mm/s.     ,
,Roll DE,H,4.5 mm/sec,,5.2,6.1,6.6,5.6,5.7,5.1,5.9,6.6,6.5,5.6,3.9,3.9,14.7,15.6,14.1,4,2.1,2.2,2.1,2,1.8,1.9,1.7,1.65,1.5,1.5,1.6,,,,,
,,V,,,3.5,4.4,5.1,4.1,4.8,3.9,4.1,5.1,5.6,3.9,2.9,3.1,12.8,11.2,10.2,1.28,5.3,5.1,5.2,5.3,5,5.1,5.2,5.3,5.15,1.2,1.4,,,,,
,,A,,,10.4,12.4,12.6,9.4,9.9,8.9,9.1,12.6,11.2,12.3,10.2,12.3,7.9,7.9,8.1,4.4,5.3,3.1,3.1,3.7,3.4,3.3,3.5,3.6,3.5,3.4,3.1,,,,,
,Roll NDE,H,,,5.3,5.4,5.9,6,6.1,5.9,6.1,5.9,6.1,5.6,8.1,7.8,8.6,9.6,12.3,13.2,10.9,10.2,8.2,10.3,9.3,9.5,8.8,8.25,7.5,6.4,6.1,,,,,
,,V,,,3.8,4.6,4.5,4.5,4.6,5.1,5.3,4.5,5.1,6.1,3.2,3.6,4.9,5.1,5.5,5.5,2.1,2,2.2,2.1,1.8,1.9,2,1.8,1.7,2,1.8,,,,,
,,A,,,5.2,7.7,4.6,5.2,5.4,6.1,5.9,4.6,5.1,6.1,6.2,6.5,5.6,6.1,5.6,4.1,4.3,3.2,3.1,3.7,3.4,3.5,3.2,3,2.85,3,2.9,,,,,
15,Fabric Felt Roll F6,,,22313 ck,17.10.15,01.12.15,02.01.16,01.02.16,03.03.16,04.04.16,04.05.16,06.06.16,04.07.16,04.08.16,03.09.16,08.10.16,08.11.16,03.12.16,06.01.17,02.02.17,06.03.17,07.04.17,08.05.17,06.06.17,06.07.17,01.08.17,01.09.17,02.10.17,07.11.17,01.12.17,02.01.18,Normal," *Vibration levels are recorded at DE bearing are normal.                                                                                                                                                              *NDE bearing vibration levels are not taken. because, way closed by some unknown material placed on flat forum.",*Monitor the vibration trend levels,*After replacing the Roll DE bearing vibration levels came down to 1.20mm/s from 2.4mm/s.     ,
,Roll DE,H,4.5 mm/sec,,2.3,3.4,3.9,2.7,2.4,3.3,2.9,3.3,3.1,3.2,1.9,2.1,1.9,2.2,2.1,2.4,2.2,2.1,2.2,2.1,1.8,1.9,1.8,0.95,1,1.2,1,,,,,
,,V,,,2.7,2.7,2.9,2.2,2.3,2.5,2.7,2.5,2.2,2.3,1.6,2.1,2.4,2.3,2.2,2.4,2.7,2.6,2.8,2.7,2.5,2.6,2.5,1.1,0.95,1,0.8,,,,,
,,A,,,3.3,8.9,9.2,7.8,2.1,2.2,2.6,2.2,2.3,3.2,4.1,2.3,5.3,3.9,3.1,2.9,2.9,2.7,2.6,3,2.3,2.5,2.4,1.2,1.1,1.2,1.1,,,,,
,Roll NDE,H,,,1.7,1.9,2,1.3,1.3,1.9,2.1,1.9,2.1,2.3,3,3.2,2.3,2.1,4.6,5.4,2.5,2.4,2.5,2.4,2.2,2.1,2,1,0.9,NP,NP,,,,,
,,V,,,2.1,2.1,2.4,1.6,1.6,2.2,2.6,2.2,2.5,1.9,2.4,2.2,2.4,2.6,6.3,6.3,2.2,2.1,2.2,2.1,1.9,2,1.9,1.2,1.15,,,,,,,
,,A,,,2.5,4.7,2.2,1.5,1.4,2.3,2.6,2.3,2.6,3.1,5.58,4.5,4.8,3.9,7.4,5.3,2.2,2.1,2.1,3.9,3.5,3.6,3.5,1.8,1.7,,,,,,,
16,Fabric Felt Roll F7,,,22313 ck,17.10.15,01.12.15,02.01.16,01.02.16,03.03.16,04.04.16,04.05.16,06.06.16,04.07.16,04.08.16,03.09.16,08.10.16,08.11.16,03.12.16,06.01.17,02.02.17,06.03.17,07.04.17,08.05.17,06.06.17,06.07.17,01.08.17,01.09.17,02.10.17,07.11.17,01.12.17,02.01.18,Normal,"
 *Rotational speed harmonics are indicating at Roll both bearings.                             ",                                                                                                                                        *Inspect &Tighten  all fixing locations at Roll NDE bearing.                                  *Monitor the vibration trend levels .                                                                                                                                                                                                                                                                                                                                                               ,,
,Roll DE,H,4.5 mm/sec,,2.9,2.9,2.9,2.2,2.3,2.4,3.5,10.8,5.9,6.1,5.6,3.2,2.1,2.1,3.1,2.5,2.9,2.8,2.9,2.8,2.7,2.6,2.4,2.5,2.4,2.3,2.35,,,,,
,,V,,,4.5,4.5,4.6,6.1,6.8,6.1,6.5,7.09,5.4,6.1,4.1,3.2,2.1,2.5,2.2,4.8,3.1,3,3.2,3.1,1.9,2.1,2,2.2,2.15,2.1,1.8,,,,,
,,A,,,4.2,4.2,5.6,2.7,3.1,3.2,10.4,25.6,11.6,12.3,14.2,7.8,3.8,6.5,5.1,6,4.6,4.3,3.8,3,3.4,3.2,3.1,3.4,3.2,3.4,3.2,,,,,
,Roll NDE,H,,,3.1,5,4.9,3.7,3.8,3.9,3.9,4.9,2.5,3.1,3.2,3.1,3.6,3.6,5,5.6,2.5,2.4,2.4,2.5,2.2,5.6,5.4,5.6,7.5,3,3.15,,,,,
,,V,,,4.4,6.4,6.6,6.5,6.9,7.1,7.1,6.6,2.3,3.1,6.1,4.1,3.9,2.6,10.2,3.6,8.5,8.4,5.6,8.4,7.6,12,9.2,9.5,10.5,11.9,6.5,,,,,
,,A,,,21.1,26.8,10.8,9.1,9.8,6.1,6.1,10.8,4.3,5.1,20.1,14.2,8.2,7.9,7.8,9.9,9.6,7.3,6,6.1,5.8,7.1,6.9,7.2,13.7,7.5,4.2,,,,,
